asset_id,name
W01Y112079,CVS 2020 - Master - WB-S Zip Specific  BetterMDP 200921 Creative Swap
W25207,CVS 2020 - Master - WB-S Abbrev List BetterMDP 201026 Creative Swap
W13586,Trelegy COPD - 2020 Master - 201008 - WB-S - Creative Swap
W01E126685,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W35322,Gvoke Glucagon Pen 2020 - 200701 - WB-S - Launch
W01191,CVS 2020 - Master - WB-S Zip Specific Delivery 200102 Launch
W01E125528,Xyrem 2020 Agency Change Healix - Master - 200801 - WB-S - Launch
W01E119986,HER2 Perjeta 2020 - Master - WB-S Sept-Dec 200901 Launch
W01E110405,Anoro 2020 Master - WB-S 200102 Launch
W01Y108451,Tecentriq NSCLC 2020 - Master - WB-S 200330 Creative Swap
W01E116532,CVS 2020 - Master - WB-S Peds BetterMDP 200921 Creative Swap
W01E116930,CVS 2020 - Master - WB-S Peds BetterMDP 200414 Creative Swap
W01E133275,Tecentriq NSCLC 2020 - Master - WB-S 200330 Creative Swap
W01E114026,Tecentriq NSCLC 2020 - Master - WB-S 200330 Creative Swap
W07792,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W01E129732,Tecentriq SCLC 2020 - Master - WB-S 200330 Creative Swap
W01E114029,IMBRUVICA CLL 2H 2020 - WB-S - 201119 - Creative Swap
W24449,Mavenclad 2020 - WB-S 200427 Launch
W36034,Tecentriq NSCLC 2020 - Master - WB-S 200330 Creative Swap
W07563,Tecentriq SCLC 2020 - Master - WB-S 200330 Creative Swap
W46995,Tecentriq SCLC 2020 - Master - WB-S - 200102 - Campaign Launch
W01E117925,Unity4TeenVax_2020_2H_WB_200720_Launch
W38939,Repatha_2020_Master_WB_S_200401_Launch
W01E120564,Epclusa 2020 - Addendum INI - WB-S - 200801 - Creative Swap
W01E120564,Epclusa 2020 - Addendum INI - WB-S - 201201 - Creative Swap
W01E108129,Unity4TeenVax_2020_2H_WB_200720_Launch
W01262,CVS 2020 - Master - WB-S Zip Specific Delivery 200810 Creative Swap
W09181,Tecentriq NSCLC 2020 - Master - WB-S 200608 Creative Swap
W09127,Repatha_2020_Master_WB_S_200401_Launch
W01E120489,Unity4TeenVax_2020_2H_WB_200720_Launch
W01Y103956,Edwards Lifescience March - October 2020 - 200727 - WB-S - Increased Frequency- URL swap
W38993,Tecentriq NSCLC 2020 - Master - WB-S - 200102 - Campaign Launch
W01E114026,HER2 Perjeta 2020 - Master - WB-S Sept-Dec 200901 Launch
W01Y104221,Keytruda 2020 - RCC - WB-S 200706
W38784,Ajovy 2020 - 200715 - WB-S - Creative Swap
W01E120365,Tecentriq NSCLC 2020 - Master - WB-S 200330 Creative Swap
W01E114370,Tecentriq NSCLC 2020 - Master - WB-S 200330 Creative Swap
W01E120373,Tecentriq NSCLC 2020 - Master - WB-S - 200102 - Campaign Launch
W01E101683,Tecentriq NSCLC 2020 - Master - WB-S 200330 Creative Swap
W01E111961,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W01E115895,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W36151,Unity4TeenVax_2020_2H_WB_200720_Launch
W01Y102358,Edwards Lifescience Mar-Oct 2020 - Master - WB-S - 200229 - Launch
W01E129732,IMBRUVICA CLL 2H 2020 - WB-S - 200701 - Launch
W46319,Epclusa 2020 - Addendum INI - WB-S - 201101 - Creative Swap
W13389,Ilumya 2020 - Master - WB -S - 200512 - Creative Swap
W01Y104436,Tecentriq SCLC 2020 - Master - WB-S - 200102 - Campaign Launch
W01E115886,Dexcom CGM 2020 - Master - 200804 - WB-S - Creative Swap Tags Added
W01Y103365,Ozempic 2020 Q3 Agency Change CMI - Master - PCP - WB-S 200803 Launch
W01E127061,Tecentriq SCLC 2020 - Master - WB-S - 200102 - Campaign Launch
W01E115291,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W11100,Epclusa 2020 - Addendum INI - WB-S - 201001 - Creative Swap
W37614,Tecentriq NSCLC 2020 - Master - WB-S 200330 Creative Swap
W01E119093,Trelegy COPD - 2020 Master - WB-S 200102 - Launch
W01E120495,CVS 2020 - Master - WB-S Peds Delivery 200810 Creative Swap
W01E113094,Ajovy 2020 - 200701 - WB-S - Launch
W01E110297,Ajovy 2020 - 200701 - WB-S - Launch
W01E113009,Repatha_2020_Master_WB_S_200401_Launch
W01E110187,Epclusa 2020 - Addendum INI - WB-S - 200801 - Creative Swap
W01E110187,Epclusa 2020 - Addendum INI - WB-S - 200701 - Launch
W01E117892,Tecentriq NSCLC 2020 - Master - WB-S 200330 Creative Swap
W01E115350,Repatha_2020_Master_WB_S_200401_Launch
W01E100894,Tecentriq NSCLC 2020 - Master - WB-S 200608 Creative Swap
W01E120498,CVS 2020 - Master - WB-S Peds Delivery 200810 Creative Swap
W07563,Tecentriq NSCLC 2020 - Master - WB-S 200608 Creative Swap
W01E111104,Tecentriq NSCLC 2020 - Master - WB-S 200608 Creative Swap
W01E119716,Ajovy 2020 - 200701 - WB-S - Launch
W06584,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W01E119710,Ajovy 2020 - 200715 - WB-S - Creative Swap
W01E115894,Unity4TeenVax_2020_2H_WB_200720_Launch
W01E119709,Ajovy 2020 - 200701 - WB-S - Launch
W01E108923,IMBRUVICA CLL 2H 2020 - WB-S - 201119 - Creative Swap
W01E104666,IMBRUVICA CLL 2H 2020 - WB-S - 200715 - ISI Swap
W01E120365,Tecentriq SCLC 2020 - Master - WB-S 200330 Creative Swap
W24447,Unity4TeenVax_2020_2H_WB_200720_Launch
W01E121054,Epclusa 2020 - Addendum INI - WB-S - 200801 - Creative Swap
W07765,CVS 2020 - Master - WB-S Zip Specific  BetterMDP 200102 Launch
W01E119387,CVS 2020 - Master - WB-S Peds Delivery 200921 Creative Swap
W01E129316,Repatha_2020_Master_WB_200601_Launch
W01Y104436,IMBRUVICA CLL 2H 2020 - WB-S - 200715 - ISI Swap
W01E101687,Tecentriq NSCLC 2020 - Master - WB-S - 200102 - Campaign Launch
W10424,Dexcom CGM 2020 - Master -200701 - WB-S - Launch
W01E112157,Tremfya 2020 - WB-S 200622 Launch
W01E121716,IMBRUVICA CLL 2H 2020 - WB-S - 200715 - ISI Swap
W01E101677,Tecentriq NSCLC 2020 - Master - WB-S 200330 Creative Swap
W01E111099,Tecentriq NSCLC 2020 - Master - WB-S 200330 Creative Swap
W01E115895,Dexcom CGM 2020 - Master -200701 - WB-S - Launch
W35151,Pharmacyclics COVID Thank You Campaign - WB-S - 200715 - Launch
W01E104666,Ilumya 2020 - Master - 200501 - WB-S - Launch
W15026,Trelegy COPD - 2020 Master - 201008 - WB-S - Creative Swap
W01E114842,Repatha_2020_Master_WB_S_200401_Launch
W01E127051,IMBRUVICA CLL 2H 2020 - WB-S - 200701 - Launch
W43226,Unity4TeenVax_2020_2H_WB_200720_Launch
W14401,CVS 2020 - Master - WB-S Abbrev List Better MDP 200626 Creative Swap
W01E119680,Ajovy 2020 - 200715 - WB-S - Creative Swap
W01E114375,Tecentriq SCLC 2020 - Master - WB-S - 200102 - Campaign Launch
W24761,CVS 2020 - Master - WB-S Abbrev List Delivery 201026 Creative Swap
W01E114370,Ilumya 2020 - Master - WB -S - 200512 - Creative Swap
W01E117748,CVS 2020 - Master - WB-S Abbrev List Delivery 201026 Creative Swap
W01E127508,CVS 2020 - Master - WB-S Zip Specific Delivery 200810 Creative Swap
W46571,Ajovy 2020 - 200715 - WB-S - Creative Swap
W43167,Trelegy COPD - 2020 Master - 201008 - WB-S - Creative Swap
W01E114697,Ilumya 2020 - Master - 200501 - WB-S - Launch
W01E120359,Tecentriq NSCLC 2020 - Master - WB-S - 200102 - Campaign Launch
W01E119667,Ajovy 2020 - 200701 - WB-S - Launch
W35143,Tecentriq NSCLC 2020 - Master - WB-S - 200102 - Campaign Launch
W01E120362,Keytruda_2020_RCC_201101_WB_S_Creative_Swap
W16000,CVS 2020 - Master - WB-S Abbrev List Better MDP 200414 Creative Swap
W01E111104,Ajovy 2020 - 200715 - WB-S - Creative Swap
W01E111280,Tecentriq NSCLC 2020 - Master - WB-S - 200102 - Campaign Launch
W01Y107154,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W01Y103181,Unity4TeenVax_2020_2H_WB_200720_Launch
W24615,CVS 2020 - Master - WB-S Abbrev List BetterMDP 201026 Creative Swap
W39964,CVS 2020 - Master - WB-S Zip Specific Better MDP 200626 Creative Swap
W01Y105869,IMBRUVICA CLL 2H 2020 - WB-S - 200715 - ISI Swap
W39964,Edwards Lifescience Mar-Oct 2020 - Master - WB-S - 200229 - Launch
W39267,Repatha_2020_Master_WB_S_200401_Launch
W01E128718,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W32196,Unity4TeenVax_2020_2H_WB_200720_Launch
W01E116320,CVS 2020 - Master - WB-S Abbrev List Better MDP 200317 Creative Swap
W27020,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W36126,Unity4TeenVax_2020_2H_WB_200720_Launch
W27912,Edwards Lifescience 2020 - Master - 200724 - WB-S - Creative Swap URL Update
W01E112861,Mavenclad 2020 - WB-S 200401 Launch
W01E115091,CVS 2020 - Master - WB-S Zip Specific Better MDP 200626 Creative Swap
W01E128726,Descovy PrEP 2020 - Addendum INI - WB-S - 200701 - Launch
W01E111938,Unity4TeenVax_2020_2H_WB_200720_Launch
W36528,CVS 2020 - Master - WB-S Zip Specific Better MDP 200626 Creative Swap
W01Y105872,Tecentriq NSCLC 2020 - Master - WB-S 200330 Creative Swap
W01Y105872,Tecentriq NSCLC 2020 - Master - WB-S 200608 Creative Swap
W01Y101808,Tecentriq NSCLC 2020 - Master - WB-S - 200102 - Campaign Launch
W01Y106139,Descovy PrEP 2020 - Addendum INI - WB-S - 200701 - Launch
W28649,Edwards Lifescience March - October 2020 - 200727 - WB-S - Increased Frequency- URL swap
W01E101639,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W16164,CVS 2020 - Master - WB-S Abbrev List Delivery 200921 Creative Swap
W01E126999,Tecentriq NSCLC 2020 - Master - WB-S 200608 Creative Swap
W05195,CVS 2020 - Master - WB-S Zip Specific  Better MDP 200414 Creative Swap
W01Y100661,Ajovy 2020 - 200715 - WB-S - Creative Swap
W01E121728,Edwards Lifescience March - October 2020 - 200507 - WB-S - Increased Frequency
W01Y105988,Edwards Lifescience March - October 2020 - 200507 - WB-S - Increased Frequency
W01Y104756,IMBRUVICA CLL 2H 2020 - WB-S - 200701 - Launch
W27491,Edwards Lifescience March - October 2020 - 200507 - WB-S - Increased Frequency
W01E127222,Tecentriq NSCLC 2020 - Master - WB-S - 200102 - Campaign Launch
W01E128782,Trelegy COPD - 2020 Master - WB-S 200102 - Launch
W01Y103652,IMBRUVICA CLL 2H 2020 - WB-S - 201119 - Creative Swap
W01E117459,CVS 2020 - Master - WB-S Abbrev List Better MDP 200626 Creative Swap
W01Y107578,Ajovy 2020 - 200715 - WB-S - Creative Swap
W01E124658,Tecentriq NSCLC 2020 - Master - WB-S - 200102 - Campaign Launch
W08123,Tecentriq SCLC 2020 - Master - WB-S - 200102 - Campaign Launch
W26408,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W01E126654,Tremfya 2020 - WB-S 200618 Launch
W04964,Repatha_2020_Master_WB_200601_Launch
W36080,Unity4TeenVax_2020_2H_WB_200720_Launch
W11771,CVS 2020 - Master - WB-S Peds Better MDP 200317 Creative Swap
W42931,Unity4TeenVax_2020_2H_WB_200720_Launch
W01E101578,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W01E108110,Unity4TeenVax_2020_2H_WB_200720_Launch
W01E103318,IMBRUVICA CLL 2H 2020 - WB-S - 200701 - Launch
W01E112519,Tecentriq SCLC 2020 - Master - WB-S - 200102 - Campaign Launch
W19799,Unity4TeenVax_2020_2H_WB_200720_Launch
W01E111710,CVS 2020 - Master - WB-S Zip Specific Delivery 200810 Creative Swap
W01E111982,CVS 2020 - Master - WB-S Zip Specific  Delivery 200414 Creative Swap
W01E111702,Repatha_2020_Master_WB_S_200401_Launch
W01E111182,Repatha_2020_Master_WB_S_200401_Launch
W01E125455,CVS 2020 - Master - WB-S Abbrev List BetterMDP 201026 Creative Swap
W01E125611,CVS 2020 - Master - WB-S Abbrev List Better MDP 200626 Creative Swap
W01E125610,CVS 2020 - Master - WB-S Abbrev List BetterMDP 200810 Creative Swap
W01E113053,Repatha_2020_Master_WB_200601_Launch
W01E103326,IMBRUVICA CLL 2H 2020 - WB-S - 200812 - ISI Swap
W11230,Tecentriq NSCLC 2020 - Master - WB-S 200330 Creative Swap
W10319,Pharmacyclics COVID Thank You Campaign - WB-S - 200715 - Launch
W10204,Keytruda 2020 - RCC - WB-S 200706
W01E114664,Anoro 2020 Master - WB-S 200102 Launch
W01E110852,Trelegy COPD - 2020 Master - 201008 - WB-S - Creative Swap
W01E115690,Epclusa 2020 - Addendum INI - WB-S - 200901 - Creative Swap
W35315,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W10845,Soliqua 2020 - WB-S - Non Writers Target - 200805 - Launch
W09679,Epclusa 2020 - Addendum INI - WB-S - 201101 - Creative Swap
W01E108140,Shingrix 2020 Master - 200815 - WB-S - Launch
W01E110703,Shingrix 2020 Master - 200815 - WB-S - Launch
W01Y108695,Shingrix 2020 Master - 200815 - WB-S - Launch
W01E111575,Zejula 2020 2H - Master - Targeting Change - 200901 - WB-S - Launch
W01E116715,Shingrix 2020 Master - 200815 - WB-S - Launch
W01E114322,Dexcom CGM 2020 - Master -200701 - WB-S - Launch
W01E132662,Soliqua 2020 - WB-S - Writers Target - 201020 - Creative Swap
W09440,Epclusa 2020 - Addendum INI - WB-S - 200801 - Creative Swap
W14483,Edwards Lifescience March - October 2020 - 200507 - WB-S - Increased Frequency
W01E111096,Soliqua 2020 - WB-S - Writers Target - 201020 - Creative Swap
W19193,Ozempic 2020 Agency Change - Master - WB-S 200701 Launch
W01E114322,HER2 Perjeta 2020 - Master - WB-S Sept-Dec 200901 Launch
W01E119736,Tecentriq NSCLC 2020 - Master - WB-S 200330 Creative Swap
W39697,Soliqua 2020 - WB-S - Non Writers Target - 201020 - Creative Swap
W08993,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W28604,Soliqua 2020 - WB-S - Writers Target - 201020 - Creative Swap
W10615,Unity4TeenVax_2020_2H_WB_200720_Launch
W01E116596,CVS 2020 - Master - WB-S Peds BetterMDP 200414 Creative Swap
W01E117938,Zejula 2020 2H - Master - Targeting Change - 201101 - WB-S - Creative Swap
W01E112083,Shingrix 2020 Master - 200815 - WB-S - Launch
W01E107486,Soliqua 2020 - WB-S - Non Writers Target - 200805 - Launch
W01E115303,Soliqua 2020 - WB-S - Writers Target - 201020 - Creative Swap
W26931,Unity4TeenVax_2020_2H_WB_200720_Launch
W01E125532,Zejula 2020 2H - Master - Targeting Change - 201101 - WB-S - Creative Swap
W01E115449,Zejula 2020 2H - Master - Targeting Change - 201101 - WB-S - Creative Swap
W01E119069,Zejula 2020 2H - Master - Targeting Change - 201101 - WB-S - Creative Swap
W01E111127,Bexsero 2020 - Master - 2007015 - WB-S - Launch
W01E118325,Soliqua 2020 - WB-S - Non Writers Target - 200805 - Launch
W01E119713,Zejula 2020 2H - Master - Targeting Change - 200901 - WB-S - Launch
W10615,Zejula 2020 2H - Master - Targeting Change - 200901 - WB-S - Launch
W01E126985,Soliqua 2020 - WB-S - Writers Target - 201020 - Creative Swap
W01E116714,Shingrix 2020 Master - 200815 - WB-S - Launch
W01E132427,Soliqua 2020 - WB-S - Writers Target - 201208 - Creative Swap
W09440,Soliqua 2020 - WB-S - Non Writers Target - 201020 - Creative Swap
W43368,Soliqua 2020 - WB-S - Writers Target - 201208 - Creative Swap
W01E116596,Unity4TeenVax_2020_2H_WB_200720_Launch
W11851,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W01E119398,Zejula 2020 2H - Master - Targeting Change - 200901 - WB-S - Launch
W43428,Edwards Lifescience Mar-Oct 2020 - Master - WB-S - 200229 - Launch
W46470,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W34428,Soliqua 2020 - WB-S - Writers Target - 200805 - Launch
W01E116598,Soliqua 2020 - WB-S - Non Writers Target - 200805 - Launch
W01E112834,CVS 2020 - Master - WB-S Abbrev List Delivery 200102 Launch
W32136,Tecentriq NSCLC 2020 - Master - WB-S - 200102 - Campaign Launch
W01E116599,Soliqua 2020 - WB-S - Non Writers Target - 200805 - Launch
W01E110940,Soliqua 2020 - WB-S - Non Writers Target - 200805 - Launch
W01E111104,Soliqua 2020 - WB-S - Writers Target - 201208 - Creative Swap
W02710,Mavenclad 2020 - WB-S 200401 Launch
W02719,CVS 2020 - Master - WB-S Abbrev List BetterMDP 201026 Creative Swap
W01E100509,Soliqua 2020 - WB-S - Writers Target - 200805 - Launch
W01Y110270,Edwards Lifescience Mar-Oct 2020 - Master - WB-S - 200229 - Launch
W28883,Soliqua 2020 - WB-S - Non Writers Target - 200805 - Launch
W01E101311,Unity4TeenVax_2020_2H_WB_200720_Launch
W01E112084,Trelegy COPD 2020 - Master - Patient Companion - 201008 - WB-S - Launch
W01Y106839,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W01E110698,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W02761,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W15800,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W03540,Mavenclad 2020 - WB-S 200401 Launch
W13318,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W13657,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W01E132140,CVS 2020 - Master - WB-S Abbrev List Better MDP 200626 Creative Swap
W01E103484,Unity4TeenVax_2020_2H_WB_200720_Launch
W01E114619,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W03897,Unity4TeenVax_2020_2H_WB_200720_Launch
W01E118920,Edwards Lifescience March - October 2020 - 200727 - WB-S - Increased Frequency- URL swap
W01E103871,Opdivo Metastatic Melanoma 2020 - WB-S 200928 Creative Swap
W01E102750,Unity4TeenVax_2020_2H_WB_200720_Launch
W01E103450,Unity4TeenVax_2020_2H_WB_200720_Launch
W01Y106605,CVS 2020 - Master - WB-S Abbrev List BetterMDP 200921 Creative Swap
W04915,Austedo 2020 - Master - Targeting Change - 201102 - WB-S - Launch
W01E128886,Bexsero 2020 - Master - 2007015 - WB-S - Launch
W13318,Xywav 2020 - Master - 201101 - WB-S - Creative Swap
W01E108357,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W09544,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W01E101538,Repatha_2020_Master_WB_S_200401_Launch
W01E128803,Epclusa 2020 - Addendum INI - WB-S - 200901 - Creative Swap
W01E112979,Edwards Lifescience March - October 2020 - 200727 - WB-S - URL swap
W01E123380,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W01E124667,Austedo 2020 - Master - Targeting Change - 201102 - WB-S - Launch
W12065,CVS 2020 - Master - WB-S Abbrev List Delivery 201026 Creative Swap
W31635,Soliqua 2020 - WB-S - Writers Target - 201208 - Creative Swap
W01E118932,CVS 2020 - Master - WB-S Zip Specific Better MDP 201026 Creative Swap
W39438,Dexcom CGM 2020 - Master - 200804 - WB-S - Creative Swap Tags Added
W01E128804,Epclusa 2020 - Addendum INI - WB-S - 200901- Frequency Increase
W01E105321,Ajovy 2020 - 200715 - WB-S - Creative Swap
W01E116981,Unity4TeenVax_2020_2H_WB_200720_Launch
W01E118922,CVS 2020 - Master - WB-S Abbrev List Better MDP 200414 Creative Swap
W27587,CVS 2020 - Master - WB-S Abbrev List Better MDP 200414 Creative Swap
W16045,Dexcom CGM 2020 - Master -200701 - WB-S - Launch
W06638,CVS 2020 - Master - WB-S Abbrev List Better MDP 200414 Creative Swap
W19261,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W06638,CVS 2020 - Master - WB-S Zip Specific Better MDP 200626 Creative Swap
W01E113643,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W01E114580,Ajovy 2020 - 200701 - WB-S - Launch
W01E119159,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W01E126999,Mavenclad 2020 - WB-S 200401 Launch
W31545,CVS 2020 - Master - WB-S Peds Delivery 200810 Creative Swap
W14640,Trelegy COPD - 2020 Master - 201008 - WB-S - Creative Swap
W19323,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W01E128804,Bexsero 2020 - Master - 2007015 - WB-S - Launch
W01E100325,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W06191,Xywav 2020 - Master - 201101 - WB-S - Creative Swap
W46655,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W01E124455,Nucala Q4 2020 Revival - Master - Patient Companion - 201021 - WB-S - Launch
W24728,Edwards Lifescience March - October 2020 - 200727 - WB-S - Increased Frequency- URL swap
W19304,CVS 2020 - Master - WB-S Abbrev List Better MDP 200626 Creative Swap
W38374,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W34468,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W01E126999,Tecentriq SCLC 2020 - Master - WB-S 200330 Creative Swap
W28665,CVS 2020 - Master - WB-S Peds Delivery 200810 Creative Swap
W19304,P_G - Align Probiotics - POC Test - WB-S - 200901 - Launch
W01E128805,Bexsero 2020 - Master - 2007015 - WB-S - Launch
W01E119242,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W35664,CVS 2020 - Master - WB-S Zip Specific  BetterMDP 200102 Launch
W05109,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W01Y100594,Trelegy COPD - 2020 Master - WB-S 200102 - Launch
W38307,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W01E118738,IMBRUVICA CLL 2H 2020 - WB-S - 200812 - ISI Swap
W01E110709,CVS 2020 - Master - WB-S Abbrev List Better MDP 200414 Creative Swap
W01E105829,Tremfya 2020 - WB-S - 200901 - ISI Swap
W01E105321,Mavenclad 2020 - WB-S 200401 Launch
W01E129596,Repatha_2020_Master_WB_S_200401_Launch
W05740,Ajovy 2020 - 200701 - WB-S - Launch
W01E127042,IMBRUVICA CLL 2H 2020 - WB-S - 200715 - ISI Swap
W01E132361,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W01E106865,Trelegy COPD - 2020 Master - WB-S 200102 - Launch
W12059,CVS 2020 - Master - WB-S Abbrev List BetterMDP 200921 Creative Swap
W01Y103723,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W01E108357,CVS 2020 - Master - WB-S Abbrev List BetterMDP 200102 Launch
W01Y105872,IMBRUVICA CLL 2H 2020 - WB-S - 200701 - Launch
W20257,Ajovy 2020 - 200701 - WB-S - Launch
W25717,Ilumya 2020 - Master - 200501 - WB-S - Launch
W01E114026,Tecentriq  Avastin 2020 HCC - Master - WB-S 201119 Creative Swap
W10554,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W11803,CVS 2020 - Master - WB-S Zip Specific  BetterMDP 200921 Creative Swap
W01E118738,Ajovy 2020 - 200701 - WB-S - Launch
W10216,IMBRUVICA CLL 2H 2020 - WB-S - 201119 - Creative Swap
W27611,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W01E126384,Keytruda 2020 - RCC - WB-S 200706
W25871,Trelegy COPD - 2020 Master - WB-S 200102 - Launch
W01E128892,Epclusa 2020 - Addendum INI - WB-S - 201101 - Creative Swap
W01E120724,Opdivo Adjunctive Melanoma 2020 - WB-S 201020 Creative Swap
W19607,Ajovy 2020 - 200701 - WB-S - Launch
W02609,Breakaway Educational Games 2020-2021 - WB-S 201008 Launch
W01E126384,Servier - Oncaspar POC 2020 - Addendum - WB-S 200922 Launch
W07791,CVS 2020 - Master - WB-S Abbrev List Better MDP 200414 Creative Swap
W01E114197,IMBRUVICA CLL 2H 2020 - WB-S - 200701 - Launch
W01E102998,Ajovy 2020 - Master - New Targeting - 201101 - WB-S - Launch
W01E111072,CVS 2020 - Master - WB-S Abbrev List Delivery 200414 Creative Swap
W01E126648,Tremfya 2020 - WB-S 200622 Launch
W01E108840,Mavenclad 2020 - WB-S 200401 Launch
W01E108835,Phesgo Q4 2020 - Master - WB-S Q4 Incremental New Contract 201104 Launch
W01958,Bexsero 2020 - Master - 2007015 - WB-S - Launch
W01Y108099,IMBRUVICA CLL 2H 2020 - WB-S - 200715 - ISI Swap
W09140,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W01Y107019,Edwards Lifescience Mar-Oct 2020 - Master - WB-S - 200229 - Launch
W35305,Repatha_2020_Master_WB_S_200401_Launch
W01E113841,IMBRUVICA CLL 2H 2020 - WB-S - 201119 - Creative Swap
W01E110649,Edwards Lifescience March - October 2020 - 200507 - WB-S - Increased Frequency
W01E110654,CVS 2020 - Master - WB-S Abbrev List Better MDP 200414 Creative Swap
W01E114894,Trelegy COPD - 2020 Master - WB-S 200102 - Launch
W01Y106983,CVS 2020 - Master - WB-S Abbrev List BetterMDP 200810 Creative Swap
W26386,Ilumya 2020 - Master - WB -S - 200512 - Creative Swap
W01E111708,Repatha_2020_Master_WB_S_200401_Launch
W03670,Mavenclad 2020 - WB-S 200427 Launch
W15021,Trelegy COPD - 2020 Master - 201008 - WB-S - Creative Swap
W01E114892,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W01E115451,Ajovy 2020 - 200715 - WB-S - Creative Swap
W01E115692,Epclusa 2020 - Addendum INI - WB-S - 201101 - Creative Swap
W01E115411,Epclusa 2020 - Addendum INI - WB-S - 201001 - Creative Swap
W01E115326,Epclusa 2020 - Addendum INI - WB-S - 200901 - Creative Swap
W24171,Repatha_2020_Master_WB_200601_Launch
W20411,Edwards Lifescience March - October 2020 - 200727 - WB-S - URL swap
W01E114169,IMBRUVICA CLL 2H 2020 - WB-S - 201119 - Creative Swap
W15450,CVS 2020 - Master - WB-S Abbrev List Better MDP 200317 Creative Swap
W01E110089,IMBRUVICA CLL 2H 2020 - WB-S - 200812 - ISI Swap
W01E101306,Mavenclad 2020 - WB-S 200401 Launch
W01E101306,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W01E101306,CVS 2020 - Master - WB-S Abbrev List BetterMDP 200921 Creative Swap
W01Y102610,Repatha_2020_Master_WB_S_200401_Launch
W25805,Pharmacyclics COVID Thank You Campaign - WB-S - 200715 - Launch
W25577,Unity4TeenVax 2020 2H - WB Creative 2 200720 Launch
W10845,CVS 2020 - Master - WB-S Abbrev List Better MDP 200626 Creative Swap
W01E112181,Repatha_2020_Master_WB_S_200401_Launch
W10077,CVS 2020 - Master - WB-S Zip Specific  Better MDP 200414 Creative Swap
W01E124311,CVS 2020 - Master - WB-S Abbrev List BetterMDP 200102 Launch
W01E112086,CVS 2020 - Master - WB-S Abbrev List BetterMDP 200102 Launch
W37716,CVS 2020 - Master - WB-S Peds Delivery 200921 Creative Swap
W08291,CVS 2020 - Master - WB-S Zip Specific BetterMDP 200810 Creative Swap
W35183,Ajovy 2020 - 200715 - WB-S - Creative Swap
W01E102529,Ajovy 2020 - 200715 - WB-S - Creative Swap
W04755,Epclusa 2020 - Addendum INI - WB-S - 201001 - Creative Swap
W10059,Unity4TeenVax_2020_2H_WB_200720_Launch
W01E112081,Repatha_2020_Master_WB_S_200401_Launch
W01E114090,Pharmacyclics COVID Thank You Campaign - WB-S - 200715 - Launch
W01E110703,CVS 2020 - Master - WB-S Abbrev List BetterMDP 200810 Creative Swap
W01E112179,CVS 2020 - Master - WB-S Abbrev List Delivery 200414 Creative Swap
W01E112086,Repatha_2020_Master_WB_S_200401_Launch
W20132,Trelegy COPD - 2020 Master - WB-S 200102 - Launch
