asset_id,avg_campaigns,JUNE_avg_video_dispalys,JUL_avg_video_dispalys,AUG_avg_video_dispalys,SEPT_avg_video_dispalys,OCT_avg_video_dispalys,NOV_avg_video_dispaly,JUNE_avg_video_duration,JUL_avg_video_duration,AUG_avg_video_duration,SEPT_avg_video_duration,OCT_avg_video_duration,NOV_avg_video_duration
W01Y114713,1.0,0.0,0.0,0.0,0.0,0.0,122.89473684210526,0.0,0.0,0.0,0.0,0.0,0.0
W01Y114713,1.0,0.0,0.0,0.0,0.0,121.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W01E126655,1.0,0.0,0.0,0.0,0.0,0.0,123.52631578947368,0.0,0.0,0.0,0.0,0.0,0.0
W01E126655,1.0,0.0,0.0,0.0,0.0,123.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W01E130188,1.4,0.0,0.0,0.0,0.0,0.0,245.8421052631579,0.0,0.0,0.0,0.0,0.0,111415.36842105263
W01E130188,1.4,0.0,0.0,0.0,122.13636363636364,0.0,0.0,0.0,0.0,0.0,659460.6363636364,0.0,0.0
W01E130188,1.4,0.0,0.0,122.57142857142857,0.0,0.0,0.0,0.0,0.0,2455546.4285714286,0.0,0.0,0.0
W01E130188,1.4,0.0,0.0,0.0,0.0,223.4090909090909,0.0,0.0,0.0,0.0,0.0,909.5,0.0
W01E130188,1.4,0.0,36.0,0.0,0.0,0.0,0.0,0.0,720989.0,0.0,0.0,0.0,0.0
W01Y100803,1.0,0.0,0.0,0.0,0.0,0.0,122.89473684210526,0.0,0.0,0.0,0.0,0.0,0.0
W01Y100803,1.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W01E108808,1.0,0.0,0.0,150.76190476190476,0.0,0.0,0.0,0.0,0.0,3019523.523809524,0.0,0.0,0.0
W01E108808,1.0,148.04545454545453,0.0,0.0,0.0,0.0,0.0,2964208.5454545454,0.0,0.0,0.0,0.0,0.0
W01E108808,1.0,0.0,0.0,0.0,0.0,144.6,0.0,0.0,0.0,0.0,0.0,2893579.8666666667,0.0
W01E108808,1.0,0.0,0.0,0.0,151.1818181818182,0.0,0.0,0.0,0.0,0.0,3026982.909090909,0.0,0.0
W01E108808,1.0,0.0,151.04347826086956,0.0,0.0,0.0,0.0,0.0,3024998.0,0.0,0.0,0.0,0.0
W01E108879,6.333333333333333,0.0,1410.0967741935483,0.0,0.0,0.0,0.0,0.0,28547737.612903226,0.0,0.0,0.0,0.0
W01E108879,6.333333333333333,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,2783094.0,0.0,0.0,0.0
W01E108879,6.333333333333333,1406.9,0.0,0.0,0.0,0.0,0.0,28642458.6,0.0,0.0,0.0,0.0,0.0
W01E125070,7.833333333333333,0.0,536.9565217391304,0.0,0.0,0.0,0.0,0.0,10754601.130434783,0.0,0.0,0.0,0.0
W01E125070,7.833333333333333,0.0,0.0,0.0,528.6818181818181,0.0,0.0,0.0,0.0,0.0,3845334.5,0.0,0.0
W01E125070,7.833333333333333,0.0,0.0,0.0,0.0,0.0,344.10526315789474,0.0,0.0,0.0,0.0,0.0,0.0
W01E125070,7.833333333333333,535.8181818181819,0.0,0.0,0.0,0.0,0.0,10734863.0,0.0,0.0,0.0,0.0,0.0
W01E125070,7.833333333333333,0.0,0.0,0.0,0.0,535.5909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W01E125070,7.833333333333333,0.0,0.0,537.0,0.0,0.0,0.0,0.0,0.0,10755774.80952381,0.0,0.0,0.0
W19238,3.3333333333333335,0.0,230.56521739130434,0.0,0.0,0.0,0.0,0.0,4664394.347826087,0.0,0.0,0.0,0.0
W19238,3.3333333333333335,0.0,0.0,0.0,367.6818181818182,0.0,0.0,0.0,0.0,0.0,2058925.4090909092,0.0,0.0
W19238,3.3333333333333335,0.0,0.0,370.4761904761905,0.0,0.0,0.0,0.0,0.0,7417802.0,0.0,0.0,0.0
